"departamento","codigo_departamento","municipio","codigo_municipio","poblacion","2020-02-13","2020-02-14","2020-02-15","2020-02-16","2020-02-17","2020-02-18","2020-02-19","2020-02-20","2020-02-21","2020-02-22","2020-02-23","2020-02-24","2020-02-25","2020-02-26","2020-02-27","2020-02-28","2020-02-29","2020-03-01","2020-03-02","2020-03-03","2020-03-04","2020-03-05","2020-03-06","2020-03-07","2020-03-08","2020-03-09","2020-03-10","2020-03-11","2020-03-12","2020-03-13","2020-03-14","2020-03-15","2020-03-16","2020-03-17","2020-03-18","2020-03-19","2020-03-20","2020-03-21","2020-03-22","2020-03-23","2020-03-24","2020-03-25","2020-03-26","2020-03-27","2020-03-28","2020-03-29","2020-03-30","2020-03-31","2020-04-01","2020-04-02","2020-04-03","2020-04-04","2020-04-05","2020-04-06","2020-04-07","2020-04-08","2020-04-09","2020-04-10","2020-04-11","2020-04-12","2020-04-13","2020-04-14","2020-04-15","2020-04-16","2020-04-17","2020-04-18","2020-04-19","2020-04-20","2020-04-21","2020-04-22","2020-04-23","2020-04-24","2020-04-25","2020-04-26","2020-04-27","2020-04-28","2020-04-29","2020-04-30","2020-05-01","2020-05-02","2020-05-03","2020-05-04","2020-05-05","2020-05-06","2020-05-07","2020-05-08","2020-05-09","2020-05-10","2020-05-11","2020-05-12","2020-05-13","2020-05-14","2020-05-15","2020-05-16","2020-05-17","2020-05-18","2020-05-19","2020-05-20","2020-05-21","2020-05-22","2020-05-23","2020-05-24","2020-05-25","2020-05-26","2020-05-27","2020-05-28","2020-05-29","2020-05-30","2020-05-31","2020-06-01","2020-06-02","2020-06-03","2020-06-04","2020-06-05","2020-06-06","2020-06-07","2020-06-08","2020-06-09","2020-06-10","2020-06-11","2020-06-12","2020-06-13","2020-06-14","2020-06-15","2020-06-16","2020-06-17","2020-06-18","2020-06-19","2020-06-20","2020-06-21","2020-06-22","2020-06-23","2020-06-24","2020-06-25","2020-06-26","2020-06-27","2020-06-28","2020-06-29","2020-06-30","2020-07-01","2020-07-02","2020-07-03","2020-07-04","2020-07-05","2020-07-06","2020-07-07","2020-07-08","2020-07-09","2020-07-10","2020-07-11","2020-07-12","2020-07-13","2020-07-14","2020-07-15","2020-07-16","2020-07-17","2020-07-18","2020-07-19","2020-07-20","2020-07-21","2020-07-22","2020-07-23","2020-07-24","2020-07-25","2020-07-26","2020-07-27","2020-07-28","2020-07-29","2020-07-30","2020-07-31","2020-08-01","2020-08-02","2020-08-03","2020-08-04","2020-08-05","2020-08-06","2020-08-07","2020-08-08","2020-08-09","2020-08-10","2020-08-11","2020-08-12","2020-08-13","2020-08-14","2020-08-15","2020-08-16","2020-08-17","2020-08-18","2020-08-19","2020-08-20","2020-08-21","2020-08-22","2020-08-23","2020-08-24","2020-08-25","2020-08-26","2020-08-27","2020-08-28","2020-08-29","2020-08-30","2020-08-31","2020-09-01","2020-09-02","2020-09-03","2020-09-04","2020-09-05","2020-09-06","2020-09-07","2020-09-08","2020-09-09","2020-09-10","2020-09-11","2020-09-12","2020-09-13","2020-09-14","2020-09-15","2020-09-16","2020-09-17","2020-09-18","2020-09-19","2020-09-20","2020-09-21","2020-09-22","2020-09-23","2020-09-24","2020-09-25","2020-09-26","2020-09-27","2020-09-28","2020-09-29","2020-09-30","2020-10-01","2020-10-02","2020-10-03","2020-10-04","2020-10-05","2020-10-06","2020-10-07","2020-10-08","2020-10-09","2020-10-10","2020-10-11","2020-10-12","2020-10-13","2020-10-14","2020-10-15","2020-10-16","2020-10-17","2020-10-18","2020-10-19","2020-10-20","2020-10-21","2020-10-22","2020-10-23","2020-10-24","2020-10-25","2020-10-26","2020-10-27","2020-10-28","2020-10-29","2020-10-30","2020-10-31","2020-11-01","2020-11-02","2020-11-03","2020-11-04"
"SACATEPEQUEZ","03","SUMPANGO","0304","45249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,1,1,6,14,7,18,9,6,7,13,25,3,4,1,2,4,2,0,5,2,0,6,8,6,0,6,4,0,0,24,13,5,7,10,9,6,5,8,15,19,14,7,0,0,15,3,12,8,1,5,22,15,11,11,8,2,1,32,12,11,9,4,4,5,6,2,21,10,6,3,1,8,10,10,17,16,3,2,6,5,3,5,3,2,2,10,6,5,6,5,4,2,1,2,2,5,6,1,0,5,8,7,7,2,8,2,2,2,2,6,10,1,0,4,5,13,8,1,2,5,14,1,6,8,5,1,4,15,22,14,18,3,2,2,8,3,156,12,11,2,1,12,23,22,7,9,7,2,21,5,22,50,10,2,1,13,18,6,19,23,2,2,12,5,3,5,97,1,1,0,69,16
"ESCUINTLA","05","MASAGUA","0505","47441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,13,3,0,2,2,1,0,0,9,1,1,2,0,0,0,2,1,4,3,1,2,4,24,14,4,18,2,0,5,3,10,3,3,5,2,3,5,9,5,5,2,0,4,7,10,3,4,1,0,2,3,8,13,31,4,1,9,8,5,12,1,3,2,2,6,5,9,7,3,2,5,6,3,6,4,3,1,11,0,2,1,3,1,1,6,1,7,5,3,2,0,3,7,7,2,3,1,1,6,3,6,2,1,0,0,5,0,2,4,0,1,1,2,1,2,3,2,3,1,2,1,10,5,3,2,0,3,2,4,1,1,5,3,2,6,1,1,4,1,0,4,1,5,0,6,0,1,4,0,1,3,1,4,0,1,1,4,0,2,0,0,1,1,1
"SUCHITEPEQUEZ","10","SAN JOSE EL IDOLO","1005","11870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,2,0,0,3,1,0,0,0,1,0,1,2,1,1,2,0,0,1,1,0,0,0,1,1,0,1,3,1,2,0,2,0,0,2,0,0,0,0,1,39,1,3,0,0,1,2,1,2,1,3,1,0,0,4,3,1,1,1,1,1,3,3,1,0,0,1,3,1,4,16,0,1,1,5,1,2,1,0,0,0,1,2,3,0,0,1,1,2,38,0,1,1,0,0,2,0,1,24,1,4,1,1,0,3,0,0,0,0,1,1,1
"ALTA VERAPAZ","16","SAN PEDRO CARCHA","1609","248880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2,0,3,2,2,2,2,1,1,5,0,2,0,0,1,1,0,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,3,0,3,4,5,1,1,4,12,1,4,2,1,0,1,3,1,4,2,1,1,1,1,1,2,1,2,1,6,1,5,1,9,1,0,5,1,3,2,2,0,1,2,8,4,2,7,0,0,7,3,5,5,4,11,0,12,9,13,10,15,7,6,14,14,33,23,18,3,10,16,21,11,11,34,8,1,33,12,12,23,19,10,9,30,23,19,11,22,11,7,14,16,13,18,19,15,7,20,11,25,29,46,13,11,27,14,12,11,21,5,6,25,15,22,17,45,10,4,13,14,17,13,67,29,12,15,8,25,23,12,17,13,11,19,21,13,31,31,4,8,8,0
"SAN MARCOS","12","LA BLANCA","1230","33764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0,0,1,0,0,0,1,1,0,2,4,0,0,1,0,0,0,1,4,0,0,1,0,0,2,0,2,0,0,0,2,1,0,1,0,0,0,0,5,3,2,0,0,0,0,1,0,1,1,0,0,2,4,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,2,3,0,0,2,1,2,4,1,0,0,1,3,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,7,0,2,0,2,0,0,0,2,0,1,0,0,0,1,2,1,8,0,1,3,1,1,1,0,0,0,0,0,1,2,2,0,1,0,1,0,0,0,0,0,0,0,2,0
"SIN DATOS","99","SIN DATOS","99","SIN DATO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,2,3,1,1,1,0,2,2,2,3,1,2,2,2,1,1,6,2,9,0,1,2,0,3,5,4,7,5,6,2,2,5,22,5,11,3,1,10,45,31,13,11,18,3,1,6,4,5,8,22,0,1,3,3,4,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUCHITEPEQUEZ","10","MAZATENANGO","1001","83448",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,7,0,1,1,5,3,3,2,0,0,0,1,0,1,0,1,1,2,3,1,1,1,4,2,0,4,2,5,7,5,2,1,7,0,10,2,2,0,0,6,1,3,18,4,5,3,11,4,14,10,4,3,1,15,13,6,20,7,11,6,24,27,18,42,27,25,16,35,38,40,27,23,8,26,33,16,20,40,22,14,21,55,44,38,36,51,33,15,52,54,38,41,44,15,12,56,20,33,32,33,22,10,42,21,31,38,39,13,14,32,22,26,30,25,15,14,30,12,42,26,13,19,14,39,40,32,18,18,17,11,35,17,34,28,36,17,19,38,26,64,49,23,18,10,52,38,66,56,34,15,17,44,34,42,18,42,29,37,39,23,27,24,40,20,11,47,28,24,34,25,7,9,30,8,31,16,21,14,11,31,23,38,16,29,4,12,15,24,1
"SACATEPEQUEZ","03","MAGDALENA MILPAS ALTAS","0310","12674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,1,1,7,1,5,1,1,0,0,1,3,3,15,1,5,1,5,1,1,4,5,1,0,3,0,4,1,1,0,1,2,2,5,4,2,0,0,3,5,4,13,5,0,7,2,5,1,4,6,1,3,3,0,4,3,1,0,6,4,7,2,3,4,1,7,3,2,3,0,2,2,4,2,1,5,2,0,1,5,2,2,4,1,1,0,4,2,4,1,0,7,0,3,5,2,2,6,1,0,0,6,5,1,2,1,0,3,7,4,2,2,0,4,6,2,24,4,0,3,2,7,2,2,4,1,3,4,2,2,0,0,2,0,1,2,3,3,5,1,4,0,3,0,0,1,2,5,2,3,11,9,4,7,1,0,4,1,0
"CHIMALTENANGO","04","POCHUTA","0408","10996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2,1,9,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,1,0,6,1,0,1,1,1,2,0,1,0,1,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,0,2,1,2,1,1,0,0,0,0,0,0,1,1,1,1,1,3,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,2,2,2,0,0,0,0,1,2,3,2,0,0,1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
"CHIQUIMULA","20","CHIQUIMULA","2001","117014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,4,3,5,16,7,7,1,6,3,0,1,0,1,1,3,3,1,32,3,1,0,1,6,6,1,0,8,5,4,1,1,0,3,10,22,1,9,9,1,3,5,1,2,5,42,23,4,21,10,13,13,18,8,6,9,32,32,58,41,10,10,19,26,37,28,16,28,11,44,31,89,48,34,15,17,41,7,31,7,15,29,10,25,28,18,21,28,23,5,41,27,29,22,14,12,15,26,26,27,19,10,11,6,33,17,17,28,22,14,5,20,18,18,22,10,15,10,10,15,26,8,4,6,3,14,14,8,15,14,7,3,19,4,13,9,6,6,3,28,23,21,14,21,9,2,38,24,50,34,29,11,6,23,23,29,24,25,15,5,19,12,17,24,27,14,11,18,18,46,12,11,9,12,30,44,17,17,20,7,6,10,19,2
"GUATEMALA","01","PALENCIA","0105","73811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,0,0,6,0,2,1,1,2,4,1,0,4,1,17,7,5,3,2,3,2,3,36,11,11,1,5,10,9,4,8,5,16,13,10,8,16,6,4,3,12,14,9,13,18,8,9,15,13,12,19,19,21,4,7,19,17,23,28,11,4,12,12,7,18,14,34,8,16,14,38,28,16,5,1,10,22,18,16,7,7,2,14,9,9,5,11,7,5,17,7,10,7,13,5,4,15,15,14,16,10,6,3,15,4,16,8,8,3,5,13,16,15,6,6,3,2,17,9,16,8,8,5,2,20,9,4,9,16,6,4,9,8,3,6,9,4,4,16,20,16,10,8,4,4,17,19,14,15,11,4,5,10,24,8,13,6,6,6,10,9,13,4,18,0,3,14,9,11,12,8,3,5,9,14,23,9,13,4,5,3,5,5
"ZACAPA","19","ESTANZUELA","1902","10859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,16,0,3,2,15,0,1,0,0,1,0,22,8,1,1,0,2,0,3,0,0,1,0,1,2,0,2,1,0,1,1,0,0,0,1,1,1,2,0,0,0,0,2,1,0,3,3,2,1,2,1,5,2,5,4,2,0,1,4,1,1,1,2,5,1,2,2,6,0,4,2,4,1,3,4,0,2,0,0,3,3,9,1,2,1,1,1,4,1,2,0,3,2,1,3,2,1,6,1,2,3,5,2,1,2,3,3,1,4,4,5,2,2,1,5,1,4,2,2,0,0,1,1,1,2,3,1,0,4,1,1,5,1,0,1,1,1,1,1,2,2,2,3,0,0,1,3,0,0,0,1,1,3,5,2,1,0,4,2,0,4,0,0,0,0,1
"CHIMALTENANGO","04","SANTA CRUZ BALANYA","0410","10646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,1,2,0,1,1,0,17,2,3,11,0,8,6,2,0,1,1,10,3,4,3,0,0,1,6,0,5,5,1,0,3,0,1,6,0,1,0,1,2,0,0,0,1,1,1,2,4,0,4,3,1,3,0,5,1,2,0,0,6,2,6,0,0,2,0,0,0,4,0,0,0,0,2,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,2,0,0,1,1,1,1,3,1,2,3,1,0,4,1,1,1,2,0,0,0,0,2,0,1,0,0,4,2,1,4,1,0,0,0,2,6,1,5,0,0,1,1,0,0,2,1,1,1,1,6,0,2,1,0,2,1,8,0,6,0,1,1,2,0,2,4,0,0,5,1,1
"SUCHITEPEQUEZ","10","PATULUL","1014","41984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1,4,1,2,1,3,1,0,1,1,5,2,1,3,15,3,2,2,0,0,6,1,7,5,1,1,13,5,4,3,2,0,1,5,5,3,0,2,3,7,3,2,3,9,3,3,2,4,5,3,3,2,5,5,3,4,2,8,6,3,0,3,1,1,1,0,0,6,3,0,3,3,2,2,5,6,2,24,4,1,2,3,3,4,3,2,0,1,2,32,5,1,6,4,1,7,4,2,4,3,4,5,3,9,5,4,1,2,2,5,5,32,4,2,3,0,4,1,2,4,4,0,0,2,5,2,5,1,14,3,3,0,4,9,0,4,0,5,3,6,3,2,5,0,1,3,2
"SOLOLA","07","SANTA LUCIA UTATLAN","0704","21695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,2,0,3,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,2,0,1,0,1,0,0,1,0,1,0,0,2,0,0,1,2,1,0,2,0,1,4,1,10,14,1,1,0,3,1,0,4,0,2,1,1,0,1,1,0,0,0,2,3,2,0,2,2,1,1,0,1,1,2,1,6,2,0,1,0,0,0,2,2,5,3,1,1,0,0,3,0,0,3,1,1,2,0,2,0,2,1,0,1,2,0,2
"ALTA VERAPAZ","16","SAN CRISTOBAL VERAPAZ","1603","79308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,1,2,0,0,2,3,0,0,2,1,0,2,4,1,0,1,0,1,5,0,9,1,2,0,0,0,0,0,0,1,1,1,2,0,1,0,1,1,1,1,1,2,0,2,4,0,9,22,2,1,3,2,0,1,5,2,3,0,0,2,3,3,4,0,1,0,1,2,3,7,1,1,2,1,3,3,2,0,0,2,2,1,2,2,0,1,1,0,2,0,6,5,4,2,1,5,5,6,7,5,4,3,5,6,15,3,7,0,3,7,3,2,5,5,4,4,8,6,4,10,8,1,1,7,6,5,5,3,3,1,3,5,11,5,5,4,8,13,5,11,6,2,2,5,3,5,2,2,8,5,3,6,4,6,0,4,2,4,3,4,3,2,4,2,1,10,5,3,14,10,0,2,3,9,9,4,5,9,0,0,0,0
"HUEHUETENANGO","13","TODOS SANTOS CUCHUMATAN","1315","38303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,12,1,1,2,2,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,1,0,0,0,1,2,1,0,2,3,2,1,0,0,1,1,2,0,1,11,1,2,2,1,1,9,2,1,4,0,2,0,1,2,0,1,4,2,3,1,5,0,0,0,0,0,0,4,0,1,2,1,2,1,11,1,2,0,1,0,0,2,1,6,0,1,0,0,3,0,0,0,0
"SAN MARCOS","12","SAN ANTONIO SACATEPEQUEZ","1203","20579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,2,0,1,1,1,0,1,4,0,0,1,0,2,0,1,0,1,1,1,1,0,1,0,1,2,0,1,3,0,1,3,0,2,0,0,2,1,2,1,2,0,0,2,1,1,1,1,2,1,0,2,1,0,0,0,0,2,3,1,3,4,0,1,2,1,1,2,5,1,1,0,1,0,1,3,2,0,4,7,1,2,0,1,1,0,1,3,1,4,0,0,2,5,4,0,2,1,0,3,1,1,1,2,1,1,5,0,5,4,6,0,0,0,1,3,1,3,2,1,1,1,0
"JUTIAPA","22","SAN JOSE ACATEMPA","2216","13786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,3,14,4,4,0,0,0,0,0,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,1,1,0,1,2,2,1,0,0,2,0,0,2,0,1,2,0,0,0,2,0,2,1,1,0,1,1,1,1,1,1,0,2,4,0,4,0,0,0,1,2,3,1,3,0,0,3,1,4,3,1,0,0,1,2,2,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,3,0,2,1,0,0,0,2,0,2,0,2,0,3,2,0,0,3,1,1,2,1,0,0,0,0,0,1,4,1,1,0,2,1,4,1,1,0,2,0,0,0,2,0,0,0,1,1,1,2,0,0,2,0,0,5,0,0,0,2,0,3,2,1,0,0,1,2,2,4,0,0,0,0,2,0
"QUETZALTENANGO","09","COATEPEQUE","0920","117579",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,0,1,1,0,2,0,3,0,2,0,5,0,2,4,8,8,9,4,3,1,12,15,35,6,6,0,0,3,6,3,1,2,7,4,7,12,9,22,27,3,4,21,4,5,10,19,1,1,19,16,19,54,20,15,3,18,28,52,16,18,13,3,49,17,15,19,15,2,5,25,12,19,20,16,10,4,15,8,11,10,19,11,6,25,21,14,28,23,10,3,29,21,21,22,19,18,0,25,24,27,23,10,15,5,26,21,26,30,25,10,8,18,18,51,30,23,18,5,26,16,16,52,14,24,2,50,30,16,13,12,4,0,9,4,28,18,12,9,3,37,20,16,15,22,6,2,22,12,28,31,27,9,3,46,24,14,20,22,9,2,17,15,11,19,10,7,1,24,2,18,28,51,12,8,26,12,16,3,17,8,3,8,14,1
"SAN MARCOS","12","MALACATAN","1215","108134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,1,0,2,8,1,2,4,4,0,8,11,11,16,16,5,22,11,25,10,30,49,4,16,24,67,10,20,10,25,7,33,14,25,8,24,20,2,7,3,8,4,5,12,2,5,3,13,3,2,1,2,18,1,6,7,9,2,1,9,6,15,2,7,2,3,8,3,13,8,1,3,2,5,8,10,5,8,2,3,8,9,2,5,9,6,4,5,6,10,4,3,19,7,9,14,4,4,1,7,0,3,3,0,7,2,0,1,9,7,7,14,3,2,3,4,5,5,2,13,11,3,11,3,4,4,8,8,1,7,5,14,4,8,6,4,10,8,3,14,12,9,4,10,7,15,11,11,9,9,23,15,10,11,10,4,4,15,10,23,22,11,5,6,16,11,11,8,12,15,4,16,14,9,9,16,7,7,13,8,17,8,9,0,3,1,1,0
